,Прибыль в расчете на 1 работника,"Возраст компании, лет",Чистые активы на 1 работника,Налоговая нагрузка,Налоги на 1 работника,Кредиторская задолженность на 1 работника,Фондовооруженность,Доля внеоборотных активов в общих,"2021, Коэффициент оборачиваемости совокупных активов, %","2021, Соотношение чистого долга к капиталу, %","2021, Коэффициент концентрации собственного капитала (автономии), %","2021, Коэффициент маневренности собственных средств, %","2021, Доля себестоимости как процент от выручки, %"
13750,248434.78260869565,30.0,1451913.043478261,0.05178321157822192,81671.13043478261,143347.8260869565,1430173.9130434783,0.8026254788570871,0.9371,0.1162,0.8148,0.015,0.7726
13752,8666.666666666666,21.0,437111.1111111111,0.1958307433851323,51808.11111111111,0.0,36000.0,0.08235892221657347,0.6108,-0.0344,0.9958,0.8038,0.9672
13754,-584767.3796791444,17.0,-43526.737967914436,0.2082711557218187,270939.9705882353,98778.07486631015,44885.02673796791,0.3581150268794266,2.3514,0.0059,-0.3473,1.4091099999999988,1.4744000000000002
13755,2819470.8095297236,15.0,13511000.0,0.0164650576562081,153495.5,0.0,2246250.0,0.16625342313670344,0.8229,-0.0641,0.9958,0.8337,0.5201
13757,445666.6666666667,29.5,544000.0,0.06368884369552585,146144.66666666666,39333.333333333336,0.0,0.0,2.3514,-0.83215,0.9326,1.0,0.8058
13759,106371.42857142857,16.0,2354114.285714286,0.04187897504381938,86014.62857142858,3070628.5714285714,466342.85714285716,0.08594914245693855,0.4334,-0.044,0.4339,0.8019,0.9482
13760,706000.0,15.0,4623000.0,0.020296480015262807,212768.0,105250.0,5180250.0,0.5408347036254013,1.255,-0.1328,0.4827,-0.1205,0.9327
13763,520666.6666666667,16.0,2680666.6666666665,0.02007757869851935,53787.833333333336,0.0,1666.6666666666667,0.0006217358865953743,0.971,-0.1942,0.9958,0.9994,0.8056
13764,68705.88235294117,26.5,315764.70588235295,0.11766124388137057,48075.0,120529.41176470589,27470.58823529412,0.6454091950923554,1.0068,-0.0091,0.7237,0.1082,0.8318
13765,-19000.0,7.0,1824500.0,0.2082711557218187,214483.0,611500.0,0.0,0.0,0.0849,0.1992,0.6348,1.0,0.5896
13767,253000.0,8.0,-1772000.0,0.1242275,441045.06678921566,3284331.8965517236,0.0,0.0,1.3374,-0.6907,-0.2112,1.0,0.9667
13768,1402000.0,4.0,2111000.0,0.2082711557218187,441045.06678921566,1256000.0,0.0,0.0,0.5479,-0.6755,0.5532,1.0,0.35914
13770,-852275.7575757576,29.5,13879430.555555556,0.009425363974742031,51923.5,3284331.8965517236,8748011.723602485,0.1891107230765994,0.7963,0.1491,0.4905,0.6145,1.0693
13771,-445142.85714285716,22.5,7423142.857142857,0.027798924731182794,96025.42857142857,1479857.142857143,287142.85714285716,0.03080696297182509,0.3715,0.0796,0.7771,0.9604,1.0239
13772,589446.4285714285,20.0,7192464.285714285,0.039455784656266916,114540.14285714286,307142.85714285716,3091946.4285714286,0.5699595343394134,0.4113,0.0065,0.9465,0.3978,0.7873
13773,206833.33333333334,20.5,981166.6666666666,0.029034518103997563,349353.0,1466666.6666666667,1824500.0,0.5045397981287736,2.3514,-0.204,0.2713,-0.8595,0.9828
13774,154808.51063829788,15.0,-267468.08510638296,0.09470164710523721,81717.44680851063,497106.3829787234,395893.6170212766,0.35465476633196974,1.0706,-0.83215,-0.2226,1.4091099999999988,0.35914
13775,1150678.5714285714,8.0,4095875.0,0.022353552623298162,76112.25,85553.57142857143,3712875.0,0.6536690109185338,0.6807,0.3037,0.7211,0.0935,0.5407
13776,29000.0,28.5,6787000.0,0.12956028880866427,179441.0,46000.0,5114000.0,0.7517927703790429,0.203,-0.0074,0.9933,0.2431,0.717
13777,794500.0,8.5,6169500.0,0.06917930916259535,403557.5,3284331.8965517236,6270500.0,0.4886230811189901,0.4333,-0.0481,0.4808,-0.0164,0.8548
13778,243800.0,21.0,653000.0,0.045261134725559045,48981.6,61000.0,1023600.0,0.8368214519293656,1.0203,0.7118,0.5338,-0.5675,0.6126
13780,3346.153846153846,30.0,994942.3076923077,0.2082711557218187,64922.21153846154,471326.92307692306,440153.8461538461,0.6896624085197912,0.042170000000000006,-0.0045,0.6786,-0.0164,0.9574
13782,2000.0,9.0,26000.0,0.05229545454545455,28096.7,0.0,0.0,0.0,1.6604,-0.6154,0.9958,1.0,0.9545
13783,-11833.333333333334,5.5,11439.39393939394,0.030698160141775416,72175.56060606061,815318.1818181818,1359151.5151515151,0.5960992789979068,1.4181,-0.83215,0.005,-1.1736,1.005
13785,2819470.8095297236,7.0,13879430.555555556,0.02509852736243456,441045.06678921566,3284331.8965517236,8748011.723602485,0.5757029405451813,0.5468,-0.0058,0.909,0.3667,0.35914
13786,1039105.2631578947,22.0,5165894.736842105,0.017514003255742108,77576.8947368421,349842.1052631579,2630842.1052631577,0.3806716929403701,0.7174,0.0131,0.7475,0.4907,0.483
13788,269631.5789473684,12.0,1964315.7894736843,0.19476892517006802,188362.05263157896,1709684.2105263157,2834789.4736842103,0.5980435699851213,0.1969,0.2913,0.4144,-0.4431,0.7212
13789,1721070.1754385964,23.0,7490140.350877193,0.009425363974742031,28096.7,56438.59649122807,3332438.596491228,0.4415826853111088,0.5668,-0.1431,0.9925,0.5551,0.5308
13790,-134506.0975609756,30.0,551914.6341463415,0.09208303314861935,95549.06097560975,1148371.9512195121,1188213.4146341463,0.4267120216128715,0.4129,1.0142499999999999,0.198,-1.1551,1.1296
13791,73311.47540983607,17.5,707098.3606557377,0.0900661891377278,65137.04918032787,169622.95081967214,1551081.9672131147,0.844846060432888,0.5607,0.4902,0.3851,-1.1736,0.8986
13795,744341.1764705882,4.0,1468470.5882352942,0.2082711557218187,441045.06678921566,563929.4117647059,914047.0588235294,0.430591597411556,1.6906,-0.0244,0.6834,0.3699,0.7496
13796,-49000.0,15.0,-501000.0,0.2082711557218187,56132.0,15000.0,0.0,0.0,2.3514,-0.83215,-0.6814250000000001,1.0,1.3684
13797,186616.66666666666,18.0,1676816.6666666667,0.05647868459994156,99870.31666666667,133833.33333333334,723983.3333333334,0.3819182514353036,0.9557,0.0049,0.8846,0.5682,0.8945
13798,316000.0,15.0,6041666.666666667,0.01174769057755643,48749.0,3284331.8965517236,0.0,0.0,0.5902,-0.0068,0.5321,1.0,0.9238
13800,1250000.0,21.5,6031800.0,0.0527796689360566,158149.0,1381200.0,1120400.0,0.14726654459848287,0.4281,-0.0706,0.7889,0.8133,0.5828
13802,426000.0,13.0,1192000.0,0.05852012720080664,441045.06678921566,124000.0,0.0,0.0,2.3514,-0.0587,0.9058,1.0,0.967
13803,106000.0,3.5,94000.0,0.016463421828908555,28096.7,0.0,97500.0,0.12218045112781954,2.3514,-0.4309,0.1178,-0.0372,0.9375
13804,-241000.0,3.5,3159000.0,0.0479190653572638,141505.0,35000.0,3172000.0,0.8052805280528053,0.6961,0.1387,0.802,-0.0041,1.0816
13805,982331.550802139,30.0,4109140.8199643493,0.08181452261762763,279498.53475935827,666816.3992869875,2199390.3743315507,0.4445777187626616,0.5926,0.2167,0.7114,0.375,0.6622
13808,2264813.253012048,4.5,6622186.746987952,0.1677407174958705,441045.06678921566,2037421.686746988,8748011.723602485,0.573529327857385,0.6574,1.0142499999999999,0.3136,-0.8288,0.808
13809,-852275.7575757576,3.5,13879430.555555556,0.2082711557218187,120656.0,3600.0,2297400.0,0.8483707101654526,0.042170000000000006,-0.0209,0.9958,0.0283,1.4744000000000002
13810,1283066.6666666667,5.5,1841733.3333333333,0.035997096002733174,112387.73333333334,559000.0,660933.3333333334,0.2956417208041332,1.6746,0.0457,0.7066,0.5816,0.5673
13811,1005666.6666666666,13.5,1834000.0,0.011844200280818463,289618.3333333333,3284331.8965517236,174666.66666666666,0.004816353542409647,0.9247,-0.83215,0.0506,0.9048,0.9589
13812,2819470.8095297236,20.5,9539000.0,0.028579466357308583,246355.0,3284331.8965517236,4732000.0,0.3358648591099439,0.8488,-0.0435,0.6771,0.5039,0.4206
13813,1686000.0,13.0,10622000.0,0.05221121822962314,178719.0,1043000.0,92000.0,0.007819472185627471,0.3276,0.001,0.9028,0.9913,0.5074
13814,99988.37209302325,17.5,428558.1395348837,0.038060186135632654,28096.7,68604.6511627907,273174.4186046512,0.40676293372117184,0.5967,0.2923,0.6381,0.3626,0.7026
13815,847217.3913043478,13.5,2712173.913043478,0.05013978538887974,79434.5,54086.95652173913,2103152.1739130435,0.4787744719599343,0.3916,0.411,0.6174,0.2246,0.4652
13816,844625.0,15.5,3932250.0,0.043301760777170614,80232.75,66500.0,1516500.0,0.37924351359799935,0.5178,-0.0993,0.9834,0.6143,0.5442
13817,1273117.0212765958,10.0,849755.3191489362,0.02392777795493108,151672.32978723405,2774978.723404255,4510638.29787234,0.577023050982164,0.903,1.0142499999999999,0.1087,-1.1736,0.5868
13819,-852275.7575757576,22.5,-2505350.0,0.050138072791054596,114339.875,3284331.8965517236,8748011.723602485,0.7126277210128832,0.1111,-0.83215,-0.5206,1.4091099999999988,1.4744000000000002
13821,300666.6666666667,5.5,716000.0,0.04697984548202889,46619.666666666664,170333.33333333334,12333.333333333334,0.008736717827626918,0.9858,-0.5275,0.5072,0.9828,0.697
13822,261000.0,8.0,4221000.0,0.01814101043643264,152965.0,3284331.8965517236,0.0,0.0,1.1234,-0.0635,0.5598,1.0,0.969
13823,-8000.0,12.0,114000.0,0.019334828101644243,28096.7,103000.0,0.0,0.0,2.3514,0.4386,0.427,1.0,1.012
13824,-852275.7575757576,4.5,13879430.555555556,0.2082711557218187,102444.13636363637,1221181.8181818181,5727636.363636363,0.6802313868417753,0.042170000000000006,-0.0728,0.8801,0.2271,1.4744000000000002
13825,-93681.81818181818,8.5,-2083590.9090909092,0.10706589211618257,87964.36363636363,909.0909090909091,2262545.4545454546,0.31325361862806794,0.1375,-0.83215,-0.2885,1.4091099999999988,1.114
13826,2152500.0,28.5,2401875.0,0.02263979358768294,66906.25,2096875.0,1297250.0,0.2663620964016221,0.5481,0.1547,0.4932,0.4599,0.35914
13828,1022615.3846153846,9.0,7025884.615384615,0.03324411927548841,80827.96153846153,189115.38461538462,3093461.5384615385,0.39995822890559735,0.3451,0.0363,0.9084,0.5597,0.5794
13829,2819470.8095297236,18.5,13879430.555555556,0.08925434456417951,441045.06678921566,251000.0,1202000.0,0.017239895585324575,0.58,-0.0545,0.9958,0.9827,0.776
13830,-852275.7575757576,13.5,-2505350.0,0.01130292326997258,48641.0,3284331.8965517236,0.0,0.0,2.3514,0.0138,-0.6814250000000001,1.0,1.4744000000000002
13831,-231363.63636363635,18.0,1189909.0909090908,0.061160305343511454,124550.18181818182,143545.45454545456,2416818.1818181816,0.8472361648899724,0.8469,1.0142499999999999,0.4171,-1.0311,1.1136
13833,-469519.23076923075,9.0,1207019.2307692308,0.20769837900041666,201311.65384615384,374653.8461538461,2297730.769230769,0.7677360903173573,0.32,1.0142499999999999,0.4033,-0.9036,1.4077
13835,493052.63157894736,6.5,1841000.0,0.11064784426280651,93334.36842105263,2298052.6315789474,61578.94736842105,0.021874468033364947,0.2274,0.102,0.4253,0.9486,0.4155
13836,118550.0,12.5,523650.0,0.07243921771791219,139825.8,410050.0,58000.0,0.062118453464710295,2.2626,-0.2685,0.5608,0.8892,0.9386
13838,899000.0,18.5,12275000.0,0.041354728409534976,282204.6666666667,2799666.6666666665,1128333.3333333333,0.06867074504719847,0.4357,0.0849,0.746,0.9079,0.8683
13841,265272.7272727273,13.0,4430500.0,0.046940281404892606,80067.31818181818,319590.9090909091,2022090.9090909092,0.3324887703012773,0.2949,0.3005,0.7285,0.5436,0.8445
13842,-92846.15384615384,28.0,2827153.846153846,0.2082711557218187,139217.76923076922,426000.0,1137307.6923076923,0.349601570074011,0.1681,-0.1631,0.8691,0.3114,1.1712
13843,-852275.7575757576,17.0,771907.4074074074,0.2082711557218187,179520.9814814815,114277.77777777778,632981.4814814815,0.6632837211107445,0.2304,-0.1124,0.8089,-0.5879,1.4744000000000002
13846,-392948.45360824745,17.0,322979.38144329895,0.2082711557218187,71646.37113402062,154.63917525773195,281804.1237113402,0.8483707101654526,0.24,-0.1327,0.8592,-0.3748,1.4744000000000002
13847,66800.0,3.5,214000.0,0.01363791866028708,91210.4,1044200.0,0.0,0.0,2.3514,-0.5963,0.1701,1.0,0.99
13848,183230.76923076922,3.5,1077974.358974359,0.039444341203906136,55513.35897435898,169948.71794871794,1116897.435897436,0.6027509098205267,0.9116,0.0567,0.5817,-0.0804,0.8698
13849,456000.0,12.5,-2505350.0,0.2082711557218187,441045.06678921566,0.0,0.0,0.0,0.042170000000000006,-0.83215,-0.6814250000000001,1.0,0.35914
13850,757687.5,3.5,1829562.5,0.02742916824914546,76734.8125,115125.0,848687.5,0.43641330547967216,1.5626,-0.0055,0.9408,0.5361,0.5775
13851,-852275.7575757576,14.5,13879430.555555556,0.009425363974742031,114591.0,316000.0,8748011.723602485,0.7346707201654872,0.1779,0.1796,0.8392,0.1245,1.4041
13852,2819470.8095297236,14.0,2816077.777777778,0.0763623156684659,441045.06678921566,134677.77777777778,2950566.6666666665,0.48188063173226375,1.0547,0.7032,0.4591,-0.0495,0.3901
13853,97000.0,3.5,-283000.0,0.19095172413793104,83064.0,62000.0,0.0,0.0,2.3514,-0.83215,-0.6814250000000001,1.0,0.777
13854,930293.5323383084,11.0,1822129.3532338308,0.03724167663795545,162278.8457711443,3026736.3184079602,2893238.805970149,0.3855521629283513,0.6223,1.0142499999999999,0.2353,-0.6383,0.7865
13855,2273166.6666666665,3.5,3477500.0,0.019931848232250648,115571.5,16666.666666666668,3181833.3333333335,0.612696171250682,1.1683,0.4144,0.6696,0.085,0.608
13856,201149.4252873563,30.0,1871344.8275862068,0.059612815050734805,280005.1609195402,286913.7931034483,1301626.4367816092,0.5337583602208698,1.9422,0.077,0.7657,0.303,0.8104
13857,-382000.0,10.0,13879430.555555556,0.11008223684210526,33465.0,3284331.8965517236,8748011.723602485,0.4001461791463907,0.042170000000000006,0.82,0.4176,0.0418,1.4744000000000002
13858,155071.42857142858,16.0,3452690.476190476,0.08100063522077615,130551.80952380953,238547.61904761905,1632809.5238095238,0.41035920941615756,0.4179,0.0496,0.8677,0.5271,0.9038
13859,582821.4285714285,30.0,3414875.0,0.05144132248779068,113608.16071428571,96982.14285714286,2222642.8571428573,0.5564064517210737,0.5383,0.1468,0.8016,0.3059,0.663
13860,441500.0,4.5,4083500.0,0.08938190364277321,76064.0,1750000.0,1157000.0,0.13685389285082808,0.1037,1.0142499999999999,0.4814,-0.0295,0.35914
13861,172000.0,13.5,7105000.0,0.015154793993068925,78714.0,1020000.0,0.0,0.0,0.6313,-0.1005,0.8745,0.9621,0.9669
13862,-141305.08474576272,15.5,2156483.0508474577,0.06676979659159013,110466.10169491525,1284932.2033898304,1377004.2372881356,0.5415311598969637,0.4849,-0.063,0.6258,-0.14,1.0224
13863,-49000.0,19.5,-2505350.0,0.2082711557218187,121857.0,614000.0,0.0,0.0,0.153,0.0012,-0.6814250000000001,1.0,1.1047
13864,2819470.8095297236,15.0,11033275.862068966,0.05301673923813,350577.7586206897,477517.2413793103,5147793.1034482755,0.34995276483922466,0.4973,0.1914,0.7501,0.5334,0.557
13865,-763916.6666666666,7.0,-2505350.0,0.1835970092510455,120730.33333333333,2906666.6666666665,4314750.0,0.616077484145021,0.1177,-0.83215,-0.5155,1.4091099999999988,1.4744000000000002
13866,527941.8604651163,9.5,12035813.953488372,0.04524885063337076,231976.6511627907,275953.488372093,8748011.723602485,0.7251957392612751,0.3605,-0.0718,0.9491,0.2359,0.897
13867,36837.5,15.5,2773075.0,0.07335888896734057,116885.46875,154206.25,1085362.5,0.3664234376184899,0.5679,0.0145,0.9346,0.499,0.9769
13868,1397000.0,5.0,1923000.0,0.061800767414403775,209381.0,3284331.8965517236,0.0,0.0,0.3499,0.052,0.1197,1.0,0.5877
13870,-53655.737704918036,4.0,325081.9672131148,0.11531666751957423,73882.0655737705,429114.75409836066,512475.40983606555,0.5672061545160939,0.9319,0.4408,0.3598,-0.5764,0.8531
13871,982146.3414634146,17.5,2287243.9024390243,0.13650381409416026,441045.06678921566,1860609.756097561,1223097.5609756098,0.19269869207659393,0.6202,-0.0313,0.3557,0.4583,0.6704
13873,616956.5217391305,22.5,4038956.5217391304,0.024425057065836232,200515.91304347827,299391.3043478261,1196782.608695652,0.17049769271268853,1.3149,0.6426,0.5754,0.7037,0.7718
13874,-71000.0,8.5,5690000.0,0.02257970244420829,84990.0,139000.0,4167000.0,0.701043068640646,0.6378,-0.029,0.9573,0.2677,1.0189
13875,816470.5882352941,26.5,5455529.411764706,0.013039837869137233,52987.76470588235,687529.4117647059,558117.6470588235,0.08418288127622951,0.6182,0.0018,0.8229,0.8977,0.7991
13878,644333.3333333334,21.5,4555885.057471264,0.057520240707449904,200069.94252873564,3284331.8965517236,2756114.942528736,0.20770416825473823,0.2544,0.3626,0.3433,0.395,0.7281
13879,2289000.0,4.5,13281000.0,0.009425363974742031,146688.0,0.0,0.0,0.0,1.3659,-0.411,0.9958,1.0,0.8619
13880,169878.78787878787,16.0,1726818.1818181819,0.14749267943440128,124854.78787878787,160878.78787878787,1114060.606060606,0.5557334900462793,0.4267,0.1004,0.8372,0.3362,0.7993
13881,87000.0,11.5,430000.0,0.021319292967280933,56688.0,3284331.8965517236,699000.0,0.11332684824902724,0.4424,-0.214,0.0697,-0.6256,0.9673
13883,2819470.8095297236,15.0,12320962.264150944,0.1005945896492959,441045.06678921566,163773.5849056604,2573018.867924528,0.17412966565647306,0.4018,0.2056,0.8201,0.7877,0.3853
13884,363222.22222222225,20.0,4724166.666666667,0.039558643051841515,170121.94444444444,108000.0,2930722.222222222,0.5084675514944722,0.7756,0.161,0.8196,0.3796,0.9155
13885,375140.0,16.0,3393360.0,0.09156475235613606,181146.67,164990.0,3618110.0,0.6906978501530208,0.3895,0.4609,0.6411,-0.0774,0.7463
13887,2376217.3913043477,19.0,7478521.739130435,0.0135647410658577,137059.91304347827,3284331.8965517236,3075173.913043478,0.16700408763333544,0.4884,0.1648,0.3493,0.5219,0.731
13888,112083.33333333333,14.5,4102916.6666666665,0.05938239938542956,115949.08333333333,125583.33333333333,835416.6666666666,0.19391465820728074,0.4582,-0.1792,0.9524,0.7964,0.9426
13889,1531600.0,4.5,9991271.42857143,0.018626828038325768,60682.21428571428,1222100.0,8748011.723602485,0.6071672643785267,0.2429,0.4221,0.6364,0.046,0.3722
13890,39826.086956521736,12.5,711913.0434782609,0.0673227728714739,68277.0,92086.95652173914,358782.60869565216,0.3255831887410835,0.9382,0.4331,0.6313,0.4843,0.9607
13891,25700.0,9.5,31200.0,0.03318004629975357,44431.4,102100.0,23100.0,0.11079136690647481,2.3514,1.0142499999999999,0.1496,0.2596,0.9808
13893,-200600.0,8.5,2561750.0,0.17798785076873455,82773.25,192850.0,1579950.0,0.5617899621313137,0.2006,-0.0025,0.9109,0.3833,1.4314
13894,1007285.7142857143,3.5,2003714.2857142857,0.025570768608881446,63258.42857142857,291857.14285714284,64571.42857142857,0.02506376843739603,1.1065,0.14,0.7778,0.9678,0.5928
13895,-46800.0,15.0,948600.0,0.2082711557218187,113368.8,27400.0,112200.0,0.11495901639344262,0.5303,-0.83215,0.9719,0.8817,1.1321
13897,165000.0,3.5,140857.14285714287,0.011149792232699378,119595.85714285714,3284331.8965517236,1831142.857142857,0.201414204902577,1.846,1.0142499999999999,0.0155,-1.1736,0.9103
13898,214666.66666666666,8.5,1996937.2549019607,0.043464528780712886,56149.69411764706,209529.41176470587,1505764.705882353,0.6019722791048822,0.5757,0.0886,0.7226,0.167,0.8338
13899,-101302.32558139534,19.5,6625395.348837209,0.08525782524439762,168137.02325581395,704992.2480620155,4584844.96124031,0.5569121505473628,0.2347,0.0291,0.7733,0.2798,0.9289
13900,-660214.2857142857,13.0,-2505350.0,0.2082711557218187,228706.07142857142,3175142.8571428573,5223214.285714285,0.4181080076617399,0.042170000000000006,-0.83215,-0.6814250000000001,1.4091099999999988,0.4024
13903,791000.0,20.5,1584571.4285714286,0.05467324015572149,122382.14285714286,35714.28571428572,1090142.857142857,0.5471215056739551,1.1991,0.1956,0.7675,0.2871,0.6466
13904,1043571.4285714285,13.5,6841571.428571428,0.010295135901199575,29057.285714285714,569714.2857142857,4980285.714285715,0.6002926493372354,0.3655,0.0894,0.8244,0.2719,0.6224
13906,126840.90909090909,16.5,2485113.6363636362,0.04543955144231472,70634.75,90818.18181818182,686909.0909090909,0.2997129042006649,0.6039,0.0488,0.9179,0.6735,0.9184
13907,33283.018867924526,17.5,1559000.0,0.07117238263069901,89157.50943396226,215226.4150943396,931490.5660377359,0.5144158131102103,0.7165,-0.0158,0.861,0.4025,0.9734
13908,2005034.7826086956,21.0,13721608.695652174,0.07434286431967393,319126.7652173913,167947.8260869565,5450352.173913044,0.45389863593713903,0.2924,0.1187,0.8753,0.4815,0.4867
13909,-45320.0,29.5,1612040.0,0.10194596899224806,52604.12,57080.0,1229640.0,0.5852975895815087,0.2467,0.2414,0.7673,0.2372,0.9464
13910,719812.1546961326,21.5,1779668.508287293,0.0525169866485438,163943.52486187845,2909624.309392265,6285933.701657458,0.7033045151032993,0.3791,1.0142499999999999,0.1991,-1.1736,0.7251
13911,2819470.8095297236,21.5,12571600.0,0.009425363974742031,71889.8,6600.0,8748011.723602485,0.6149505705152271,0.5745,0.1859,0.7151,0.14,0.4922
13912,347738.25503355707,3.5,697020.134228188,0.12500432131996683,230642.20134228189,187671.1409395973,481422.8187919463,0.15265408098336025,0.9014,1.0142499999999999,0.221,0.3093,0.7479
13913,1670015.3846153845,14.0,3705169.230769231,0.0705681012290665,194419.46153846153,148415.38461538462,2239292.3076923075,0.502424512250258,0.8197,0.1559,0.8312,0.3955,0.35914
13914,1105638.888888889,10.0,4115750.0,0.01371541940628956,68315.36111111111,2623611.111111111,8748011.723602485,0.6091985339097624,0.3574,1.0142499999999999,0.2539,-1.1736,0.628
13915,591507.9365079365,15.5,2693317.4603174604,0.05305188348583235,91296.39682539682,75984.12698412698,1927523.8095238095,0.6215145559513573,0.6162,0.0396,0.8684,0.2843,0.6563
13916,1141270.8333333333,21.5,13142145.833333334,0.04507554574810816,249803.97916666666,1490750.0,1580979.1666666667,0.3082676361423303,0.3522,0.0654,0.8419,0.6338,0.7941
13917,63666.666666666664,29.5,222166.66666666666,0.0809747920997921,51931.833333333336,4666.666666666667,134666.66666666666,0.5560908465244322,0.7492,0.0045,0.9174,0.3938,0.9007
13918,2598750.0,20.5,13879430.555555556,0.024924860430671072,109382.75,3284331.8965517236,5826250.0,0.6602357123398402,0.1298,1.0142499999999999,0.4378,-1.1252,0.35914
13919,133166.66666666666,11.5,2654500.0,0.04840287861744555,315554.5,1635666.6666666667,3019333.3333333335,0.6147789938067363,1.5231,0.0547,0.5405,-0.1374,0.9397
13920,73562.5,28.0,4158562.5,0.04497766632373114,65577.4375,37625.0,1291375.0,0.24227571731763659,0.2836,0.2436,0.7802,0.6895,0.9495
13921,1053000.0,19.0,2036413.4615384615,0.06945321192191291,175868.22115384616,314153.8461538461,928778.8461538461,0.31483634776547686,0.8456,0.222,0.6898,0.5436,0.5348
13922,2819470.8095297236,6.0,10514497.474747475,0.09969560434996069,441045.06678921566,1355767.6767676768,7565777.777777778,0.5328752902660725,0.518,0.5833,0.5638,0.0549,0.4791
13923,-348782.60869565216,20.5,1890826.0869565217,0.2082711557218187,255709.47826086957,3284331.8965517236,2418217.3913043477,0.3614110497165824,0.1136,0.3559,0.2824,-0.2799,1.4587
13925,-182843.75,11.5,1174875.0,0.07192705091052198,62826.03125,351250.0,1149406.25,0.5965421606630229,0.4674,-0.0011,0.6098,0.0217,1.2093
13926,-274555.55555555556,8.5,-664111.1111111111,0.05779406672053561,55630.0,33555.555555555555,1485666.6666666667,0.4434759984389229,0.2791,-0.83215,-0.1944,1.4091099999999988,1.2852
13927,102750.0,19.5,4117500.0,0.0386700744075533,103075.08333333333,361833.3333333333,1389500.0,0.34993432223752924,0.535,0.1373,0.7915,0.5579,0.9615
13928,443818.1818181818,12.0,1656772.7272727273,0.0489200609059764,70098.0,20863.636363636364,799500.0,0.4299017451239185,0.8393,0.1049,0.8909,0.5174,0.6903
13929,3000.0,24.0,2504000.0,0.12157551020408164,29786.0,0.0,2690000.0,0.8483707101654526,0.081,0.0319,0.8333,-0.0743,0.9878
13931,298837.8378378378,11.5,4638288.288288289,0.0923498821449617,163777.1081081081,277549.5495495495,2653639.6396396398,0.5390565951411447,0.3821,-0.0385,0.9422,0.1675,0.8315
13932,1764548.611111111,18.0,7128708.333333333,0.02212061052375602,104861.98611111111,1809145.8333333333,825819.4444444445,0.07031034747802026,0.4654,0.3088,0.6069,0.8842,0.4891
13933,-435030.76923076925,7.5,5744753.846153846,0.09008619650391803,111514.93076923076,1814453.8461538462,4227784.615384615,0.5478604900134271,0.1613,-0.031,0.7444,0.2641,1.2038
13934,503450.16077170416,16.5,3853000.0,0.03725773281361952,213099.79581993568,1177188.1028938906,6335032.154340836,0.5753971704644357,0.4493,1.0142499999999999,0.3092,-1.0181,0.912
13935,1098500.0,13.5,7126666.666666667,0.020212673239034147,94312.33333333333,1152666.6666666667,5821000.0,0.5841738170505294,0.5583,0.201,0.7152,0.1832,0.7646
13937,267289.4736842105,15.5,2811894.736842105,0.024765139327779375,45372.34210526316,26342.105263157893,2183552.6315789474,0.5576839063077595,0.5006,0.38,0.7182,0.2235,0.8541
13938,2599888.888888889,15.0,5917288.888888889,0.03975784564838081,181782.5888888889,1167133.3333333333,7215800.0,0.5602028806468435,0.372,1.0142499999999999,0.3659,-0.531,0.368
13939,594024.3902439025,18.5,4273170.731707317,0.04834933739793987,151833.13414634147,105310.9756097561,4810530.4878048785,0.6099622468789697,0.3999,0.7395,0.5418,-0.1325,0.7273
13940,1768625.0,15.5,7757897.05882353,0.08285531323735289,340307.48529411765,161308.82352941178,2216794.117647059,0.2394395152392609,0.4739,0.1136,0.8375,0.7141,0.5252
13941,95625.0,8.0,389708.3333333333,0.04689201903030951,73100.75,53375.0,1599500.0,0.5855399633923124,0.5809,1.0142499999999999,0.1427,-1.1736,0.7163
13942,385473.6842105263,23.5,5041350.8771929825,0.023769033048855227,91175.50877192983,775877.1929824562,5190473.684210527,0.6890040075510038,0.5417,0.4404,0.6007,-0.1469,0.8995
13943,435357.14285714284,22.0,2558607.1428571427,0.07161587577300105,106019.63095238095,66202.38095238095,1329488.0952380951,0.5359590264151894,0.5818,0.0545,0.903,0.4065,0.6502
13944,13400.0,30.0,1458600.0,0.10908458049886621,96212.6,1064400.0,1414400.0,0.5606024573919937,0.3412,-0.1648,0.5781,0.0303,0.9848
13945,2712000.0,3.5,13879430.555555556,0.012718274143224732,441045.06678921566,1949000.0,8748011.723602485,0.35484384113685774,0.5928,-0.0046,0.9793,0.6377,0.9326
13946,577299.4454713494,27.5,5200977.818853974,0.06714761367480401,234090.48243992607,774752.3105360444,3355554.528650647,0.47213295095634605,0.4733,0.178,0.6953,0.3209,0.7574
13947,325666.6666666667,17.5,4706098.039215687,0.020680329929782602,66122.3137254902,821725.4901960784,4427313.725490196,0.6144127281235376,0.4986,0.3533,0.653,0.0591,0.8981
13948,78430.05181347151,18.0,1787896.3730569948,0.0564470586504764,79532.73575129533,108704.66321243523,828046.6321243524,0.40504927107200067,0.7248,0.0482,0.8746,0.5369,0.8844
13949,2215178.5714285714,23.5,3935042.8571428573,0.06388827213479574,358858.14285714284,474842.85714285716,2292357.1428571427,0.3818851142154933,0.941,0.409,0.6513,0.4136,0.566
13950,20208.333333333332,18.5,3559208.3333333335,0.050928895541937594,90725.58333333333,157041.66666666666,1773333.3333333333,0.43607897783743355,0.4325,0.0982,0.8752,0.5018,0.9483
