,Прибыль в расчете на 1 работника
18000,145000.0
16051,701000.0
9132,491400.0
740,2819470.8095297236
881,1675380.0112930548
13270,701666.6666666666
6876,-161000.0
14068,763000.0
18984,4000.0
10825,52000.0
15638,2819470.8095297236
7302,-294250.0
1381,65000.0
7411,-135166.66666666666
19899,692472.7272727273
17828,31266.666666666668
19404,168000.0
7860,23000.0
13777,794500.0
7303,651714.2857142857
12291,670750.0
18908,180514.7928994083
15132,-310000.0
10150,97300.0
12288,-73142.85714285714
431,39600.0
19095,-841666.6666666666
7739,25000.0
13492,35833.333333333336
6865,1713843.75
896,2819470.8095297236
4579,21500.0
11834,1433000.0
17496,2819470.8095297236
8352,4666.666666666667
4903,867333.3333333334
8877,1735250.0
2380,-270500.0
279,254769.23076923078
13033,-852275.7575757576
11924,33000.0
8236,-336000.0
15337,2817000.0
3381,898884.6153846154
11593,-58815.78947368421
19832,-852275.7575757576
5875,279833.3333333333
14120,-610461.5384615385
10875,62000.0
4060,2819470.8095297236
10600,18000.0
11194,366000.0
12450,-148888.88888888888
6871,2819470.8095297236
8301,85488.37209302325
4135,1300041.6666666667
16578,296500.0
17007,59000.0
18356,2506600.0
7723,1360301.8867924528
15463,529000.0
5104,1199000.0
18929,780857.1428571428
17667,166750.0
3295,2819470.8095297236
649,386187.5
16837,-25738.636363636364
5971,94000.0
3737,1877200.0
18023,1227888.382687927
8083,1825200.0
11506,853941.1764705882
17574,544307.6923076923
16696,1500.0
2220,177562.5
18116,39333.333333333336
9020,183000.0
15238,-567000.0
17022,45857.142857142855
19022,1652838.888888889
2081,-84500.0
17949,269493.08755760366
18227,-272500.0
19722,-702000.0
16402,-223000.0
10414,209333.33333333334
15935,43666.666666666664
7929,34550.0
3094,2819470.8095297236
16557,2819470.8095297236
18722,2819470.8095297236
1064,1059538.4615384615
4491,890071.4285714285
7631,227244.2748091603
2583,2768206.896551724
10615,800157.8947368421
11782,2819470.8095297236
14325,965700.0
8655,2819470.8095297236
14342,2819470.8095297236
18180,3000.0
5391,276000.0
13927,102750.0
13709,101000.0
11146,1262400.0
18980,641250.0
13131,1733600.0
4337,1034589.7435897436
4975,1299000.0
6943,358000.0
15806,2227000.0
16708,-575250.0
14411,-333538.46153846156
15788,140853.65853658537
17242,2227750.0
471,50500.0
7552,870588.2352941176
7782,106500.0
11371,2091956.5217391304
16757,254076.92307692306
6798,-852275.7575757576
19774,-166000.0
6914,-86000.0
754,2819470.8095297236
11069,329000.0
3390,292230.76923076925
16024,-93666.66666666667
2260,70000.0
8799,-153277.10843373495
5250,1686250.0
2434,2819470.8095297236
14530,-40824.32432432433
13723,78615.38461538461
10184,1457750.0
13185,199573.00884955752
3630,-804600.0
3130,2762600.0
18639,2819470.8095297236
13547,2819470.8095297236
11391,1244572.9166666667
14172,19000.0
18579,31000.0
8238,52933.333333333336
12847,61200.0
10846,2032666.6666666667
5306,2410000.0
19948,173158.67158671588
11440,-332619.04761904763
11687,-203000.0
11707,2819470.8095297236
11231,2819470.8095297236
1909,-23856.70731707317
4318,-852275.7575757576
2400,2819470.8095297236
1306,2419000.0
15740,2819470.8095297236
11135,424928.5714285714
14472,654642.8571428572
17722,42500.0
11732,-18000.0
14497,55000.0
10138,-436000.0
11529,245000.0
11518,152692.3076923077
4144,-1000.0
15750,2819470.8095297236
10620,692416.6666666666
17685,2501590.909090909
18212,11000.0
11852,218818.18181818182
13836,118550.0
9807,-228000.0
2117,94000.0
1709,2819470.8095297236
552,429500.0
7407,17666.666666666668
11880,419500.0
1437,340028.5714285714
10965,26823.529411764706
8323,2819470.8095297236
977,-852275.7575757576
16551,265607.3619631902
741,-852275.7575757576
11240,46204.08163265306
17739,1106666.6666666667
19231,69625.0
19260,391000.0
12245,366000.0
11650,671000.0
3908,332285.71428571426
13944,13400.0
14737,1414123.5294117648
1406,2819470.8095297236
1783,431133.3333333333
6634,133000.0
1307,2819470.8095297236
7024,424583.3333333333
7343,-43150.0
5028,-852275.7575757576
1294,-304000.0
19366,1733666.6666666667
548,234645.16129032258
4809,1235586.956521739
7585,-461142.85714285716
17251,1143374.384236453
5001,197166.66666666666
10473,-246900.0
3454,1705777.7777777778
19543,549333.3333333334
17642,35540.0
13506,36750.0
9667,2424166.6666666665
73,1968333.3333333333
451,-51333.333333333336
17411,5415.714285714285
8482,84000.0
19300,-302463.91752577317
17524,262571.4285714286
5348,2080222.2222222222
8414,1561850.0
12462,1095500.0
17612,26142.85714285714
12417,-199333.33333333334
6696,2819470.8095297236
15344,289166.6666666667
13269,156840.9090909091
15117,-166000.0
16915,-852275.7575757576
2306,1612860.0
15255,706000.0
1980,2654000.0
19820,-67000.0
19454,496368.4210526316
15936,241500.0
3303,145142.85714285713
19982,1122363.6363636365
2828,-20000.0
12894,-348615.3846153846
9584,-852275.7575757576
11680,443000.0
2908,2819470.8095297236
10947,54529.41176470588
14428,87020.0
7022,1213666.6666666667
4150,-758000.0
18665,-397666.6666666667
17760,686666.6666666666
19415,715600.0
15635,2819470.8095297236
15580,147000.0
281,-65916.66666666667
2861,2819470.8095297236
9534,353294.1176470588
12021,1187000.0
1780,2819470.8095297236
16994,90142.85714285714
5588,632750.0
997,-29000.0
1102,-852275.7575757576
17375,420020.1612903226
12490,2651000.0
14802,1013666.6666666666
18305,648333.3333333334
8967,443000.0
11361,594757.8125
16818,444000.0
1734,300277.77777777775
15997,-585720.0
1329,705933.3333333334
12332,2819470.8095297236
18830,-473000.0
3861,8375.0
19016,99016.94915254238
13046,2170000.0
14922,1734555.5555555555
6257,2819470.8095297236
19100,-229909.0909090909
3019,108000.0
4027,-390400.0
16964,11090.90909090909
12639,264000.0
14967,266500.0
10355,2286000.0
15431,696549.2957746478
17181,-852275.7575757576
4918,66555.55555555556
7829,76209.4017094017
11827,591944.4444444445
17085,2307500.0
2425,337354.43037974683
19109,2819470.8095297236
10082,-852275.7575757576
11404,1727333.3333333333
11663,302000.0
19514,1710103.644646925
595,1483644.927536232
19122,177421.05263157896
8896,-9500.0
1797,-245534.88372093023
13941,95625.0
13531,2819470.8095297236
320,2819470.8095297236
7305,18000.0
14423,149500.0
18675,55250.0
10357,191800.0
8883,212354.83870967742
15395,531909.0909090909
19687,454195.219123506
7341,756841.6666666666
18345,-852275.7575757576
12229,1120800.0
4207,196000.0
4773,-705600.0
5862,175775.2808988764
16258,1516500.0
18915,1728253.6231884058
16898,2819470.8095297236
8740,501750.0
5633,2573333.3333333335
604,1253827.5862068965
11402,139000.0
8846,40666.666666666664
2064,-804000.0
16389,-110000.0
670,777.7777777777778
14811,287000.0
10106,1173500.0
19427,943333.3333333334
17445,424421.05263157893
16304,1073000.0
8181,60000.0
16427,1908500.0
4848,1177000.0
10443,162000.0
11096,2819470.8095297236
15765,16500.0
9714,62945.94594594595
3007,2819470.8095297236
14047,1994245.283018868
10397,-91288.88888888889
10069,1156513.5135135136
18692,-6166.666666666667
19002,84019.10828025478
13835,493052.63157894736
8487,-852275.7575757576
4881,195500.0
12148,-329416.6666666667
10292,59684.21052631579
18582,2819470.8095297236
17556,1033727.2727272727
5957,-852275.7575757576
3942,-852275.7575757576
2162,-537600.0
10393,25000.0
9505,2417529.411764706
9233,-5000.0
5662,2173653.846153846
6164,1282581.3953488371
13257,-403000.0
11675,236057.14285714287
13005,475000.0
3730,1256607.934655776
11661,2819470.8095297236
4845,54000.0
17111,2766428.5714285714
596,1729250.0
1679,-825212.1212121212
7592,2819470.8095297236
18838,-643000.0
16338,1047558.8235294118
10219,47846.153846153844
3493,-317000.0
8560,790457.5645756457
19214,53200.0
3734,328000.0
13518,529250.0
14768,92750.0
10041,-12142.857142857143
6796,152000.0
8027,2819470.8095297236
11142,6000.0
8170,1230930.7865168538
9576,15000.0
6267,459000.0
16388,821781.8181818182
6477,1000.0
8440,2819470.8095297236
11323,-411666.6666666667
5545,463699.21875
7515,38000.0
606,2291034.88372093
4273,-852275.7575757576
8347,191263.88888888888
13226,1836500.0
6981,562750.0
14268,439333.3333333333
17060,20000.0
8709,96000.0
6664,63000.0
4867,-852275.7575757576
14005,1177875.0
2927,55820.0
4269,2764666.6666666665
6591,2794636.3636363638
17864,1758615.3846153845
1338,-42000.0
13094,2819470.8095297236
6587,1974085.1063829786
9419,1268000.0
6746,2819470.8095297236
12846,2819470.8095297236
12404,2819470.8095297236
2852,275000.0
13253,-178813.5593220339
17004,2819470.8095297236
8677,221360.58913153884
9154,-57000.0
1047,250861.11111111112
1719,1365782.9787234042
18129,-224000.0
12321,-137000.0
5111,118526.31578947368
5383,119000.0
19928,642500.0
2533,1001666.6666666666
5411,1465750.0
4392,-116500.0
16635,-336833.3333333333
8096,967000.0
2324,468000.0
7614,-519000.0
10029,354000.0
4697,628531.25
12564,-102000.0
1335,2281000.0
7907,-630000.0
8869,-852275.7575757576
19606,2000.0
681,2819470.8095297236
18949,404687.5
16050,19338.709677419356
4913,328500.0
19579,31000.0
11107,-122513.51351351352
5161,1380930.693069307
8031,2203500.0
7301,-852275.7575757576
19738,1000.0
19511,-374272.7272727273
18969,-361000.0
9459,-305000.0
7482,-387000.0
2421,2809621.621621622
12017,330604.0268456376
8831,856545.4545454546
15159,101000.0
10575,272142.85714285716
19695,122750.0
4456,2819470.8095297236
9752,-451076.92307692306
7072,-33827.58620689655
4557,1023734.5844504022
18237,42666.666666666664
10228,1146037.037037037
10952,-44134.32835820896
8223,23000.0
8617,808157.8947368421
16836,-852275.7575757576
14948,124000.0
990,258978.41726618705
13940,1768625.0
10783,62666.666666666664
11369,2106558.8235294116
1617,583704.5454545454
16445,777091.9540229886
17759,69500.0
13931,298837.8378378378
12427,-137000.0
10636,50000.0
12323,1725500.0
16133,1898554.279749478
1753,154250.0
4968,570276.3157894737
1037,143110.3896103896
15797,-727200.0
2706,2819470.8095297236
18490,72000.0
11151,307066.265060241
3050,-335250.0
11052,-852275.7575757576
16084,-852275.7575757576
437,29300.0
15591,922666.6666666666
7623,168000.0
15725,2819470.8095297236
14306,676954.9549549549
14999,232424.19080068142
13007,734375.0
3077,70357.14285714286
2805,-62073.529411764706
9275,2819470.8095297236
9237,400000.0
11540,2586136.3636363638
19128,-293470.0
16626,2819470.8095297236
3724,303818.1818181818
18807,583769.2307692308
11357,-61166.666666666664
5613,43500.0
17352,2819470.8095297236
14586,800436.1702127659
2593,1773500.0
7086,1625.0
3753,668652.1739130435
18844,11000.0
17660,2819470.8095297236
5754,33428.57142857143
1345,2819470.8095297236
6125,351000.0
4627,710483.8709677419
17966,782756.7567567568
2806,1451380.9523809524
4582,86488.88888888889
2317,3500.0
12213,-36000.0
11847,2819470.8095297236
14518,2744416.6666666665
10011,120058.82352941176
4661,2819470.8095297236
18441,78000.0
12083,469000.0
10926,46428.57142857143
16254,2819470.8095297236
7378,-19482.758620689656
17069,933469.696969697
5056,47000.0
5042,1085000.0
4546,2819470.8095297236
348,2819470.8095297236
9323,32000.0
9918,-533484.8484848485
17287,105305.08474576271
11971,2819470.8095297236
19623,167500.0
6438,2819470.8095297236
8109,-301200.0
5719,39500.0
4743,614142.8571428572
6663,122100.0
1609,958750.0
6773,688315.7894736842
17213,2151000.0
2088,13250.0
4404,1250000.0
13972,19000.0
7246,-817000.0
5150,2236387.2832369944
18009,529650.9298998569
15755,802871.7948717949
11736,12250.0
13013,586200.0
17020,85500.0
13304,28700.59880239521
13706,29838.709677419356
15835,2079076.923076923
17730,52466.666666666664
4592,53000.0
1862,351000.0
8806,2819470.8095297236
10360,2819470.8095297236
16354,1375355.6701030927
2159,467333.3333333333
1130,147857.14285714287
19801,-19000.0
17907,63166.666666666664
2459,444500.0
13309,502000.0
4476,97066.66666666667
16823,2108386.6666666665
15954,1379424.2424242424
16913,23000.0
19864,-176239.2523364486
11953,2819470.8095297236
10176,70636.36363636363
15094,526714.2857142857
3329,133657.14285714287
5159,1632500.0
8305,189631.20567375887
11011,56000.0
5985,114000.0
8435,31000.0
19822,90523.80952380953
1969,110152.17391304347
14769,2819470.8095297236
17746,382339.62264150946
16404,73000.0
15250,1389500.0
10773,619529.7619047619
16985,20283.783783783783
3785,911000.0
17814,195315.7894736842
12838,2819470.8095297236
11805,-852275.7575757576
7704,29142.85714285714
18770,2819470.8095297236
12179,-69750.0
13817,1273117.0212765958
19814,-243500.0
13477,48096.2962962963
10157,-313000.0
18064,-354166.6666666667
19448,-793291.6666666666
6807,1509875.0
15984,219147.0588235294
11902,17800.0
19004,33500.0
10455,1132631.5789473683
1225,181500.0
2295,-323066.6666666667
1828,-259324.32432432432
2214,2819470.8095297236
11778,2819470.8095297236
6530,1852000.0
463,2819470.8095297236
558,2819470.8095297236
12310,76333.33333333333
1366,135148.64864864864
4004,172000.0
19387,1548887.0967741935
15329,431000.0
10459,211000.0
14370,2819470.8095297236
9604,-852275.7575757576
438,257263.15789473685
5156,1966447.3684210526
2952,1104538.4615384615
2895,2819470.8095297236
15259,880000.0
8106,354000.0
5000,2405000.0
9833,8000.0
952,-32471.830985915494
16536,-447875.0
18576,2819470.8095297236
17539,49000.0
18589,160000.0
8928,1851555.5555555555
10628,74166.66666666667
10244,-56666.666666666664
15433,83200.0
17474,-26862.068965517243
5122,51666.666666666664
13335,962200.0
1024,1239530.612244898
6994,368800.0
8483,-3250.0
19943,1629571.4285714286
11968,2819470.8095297236
1781,352109.58904109587
11409,64409.09090909091
3452,702000.0
8700,186960.0
602,145000.0
7460,2819470.8095297236
5485,-852275.7575757576
6315,241400.0
14330,88166.66666666667
3344,2819470.8095297236
5377,2819470.8095297236
3529,-852275.7575757576
4503,488000.0
19261,2819470.8095297236
18467,37500.0
3601,209000.0
10704,726153.8461538461
4262,-770833.3333333334
6407,70000.0
18155,415000.0
15922,647636.3636363636
4447,34600.0
12247,973750.0
17653,2819470.8095297236
2760,186000.0
11411,2819470.8095297236
13705,-184666.66666666666
7322,174900.0
19206,308934.4978165939
16001,-852275.7575757576
5845,340333.3333333333
19098,563633.4310850439
7091,2819470.8095297236
2366,151000.0
2509,1757508.0213903743
7285,2819470.8095297236
14250,278500.0
1191,994000.0
10786,339666.6666666667
926,-852275.7575757576
3146,684333.3333333334
173,2819470.8095297236
8984,2819470.8095297236
4399,-724500.0
16206,-221500.0
357,118500.0
6242,4200.0
8337,236000.0
14862,275000.0
8755,1626000.0
2374,704333.3333333334
10709,72666.66666666667
1337,424833.3333333333
3419,1527436.2416107382
9356,12125.0
13380,192818.18181818182
10063,655625.0
12132,136156.86274509804
13971,33000.0
9717,1163600.0
9802,2819470.8095297236
14269,-852275.7575757576
15810,4500.0
7557,829333.3333333334
12695,2060600.0
8101,1400248.447204969
18798,1526833.3333333333
16787,92000.0
2493,2239400.0
19188,391890.5472636816
6808,536085.7142857143
6858,2819470.8095297236
6424,432406.25
17371,268000.0
14672,2819470.8095297236
2979,2819470.8095297236
8637,668666.6666666666
2860,814625.0
8381,139827.58620689655
9070,-64560.0
12491,46941.17647058824
17142,-852275.7575757576
1638,-1518.5185185185185
6833,948000.0
1865,-147438.59649122806
7876,-852275.7575757576
9676,15319.58762886598
19545,1090000.0
13803,106000.0
1076,273000.0
9710,21162.962962962964
15670,60500.0
11158,-205834.89461358314
17731,478875.0
18211,63919.811320754714
580,270500.0
17747,1084382.3529411764
8195,5400.0
15039,-183035.7142857143
13850,757687.5
7719,507621.359223301
19147,2819470.8095297236
871,2180490.3264812576
8176,2819470.8095297236
11468,-265404.25531914894
6346,-389000.0
19348,2819470.8095297236
8328,516041.6666666667
3514,10074.074074074075
11493,190250.0
14669,2329333.3333333335
1111,502491.22807017545
12040,-33500.0
1645,16000.0
17321,15253.164556962025
8952,800723.6842105263
9282,100166.66666666667
16691,135142.85714285713
13510,1366606.0606060605
1188,148000.0
757,880175.0
16927,1888750.0
3784,2062000.0
11746,254666.66666666666
18130,212800.0
24,42000.0
7761,1103565.2173913044
157,160936.55589123868
19588,133941.17647058822
11963,2819470.8095297236
13668,1791468.75
8055,-70000.0
7096,1012000.0
3100,221250.0
6436,1426600.0
8289,2209222.222222222
7231,1296.875
7962,584333.3333333334
2880,18000.0
11990,1518000.0
5364,1842000.0
8395,2819470.8095297236
5541,2819470.8095297236
1607,19960.396039603962
3536,916657.4074074074
9211,375000.0
9785,472750.0
4187,321347.22222222225
4594,-125846.15384615384
5443,884000.0
2128,2000.0
13843,-852275.7575757576
365,25666.666666666668
4786,410421.05263157893
9352,2620124.497991968
3447,-348625.0
15763,912727.2727272727
13565,101200.0
17232,92000.0
445,1791677.2151898735
15923,32800.0
17866,326666.6666666667
4441,2819470.8095297236
17391,1554454.5454545454
8266,730500.0
5544,306000.0
9937,512206.52173913043
4012,180000.0
7864,2346100.0
16486,873575.9219088937
6462,2819470.8095297236
4896,2819470.8095297236
13265,34666.666666666664
18384,-23375.0
16636,30388.88888888889
768,401541.6666666667
14645,-538422.4137931034
10517,91000.0
2405,2155000.0
13937,267289.4736842105
900,1686652.1739130435
10175,23142.85714285714
2855,-852275.7575757576
17993,-452400.0
19590,1828947.3684210526
5496,67375.0
9946,433330.56133056135
4486,-308800.0
12118,-27250.0
11649,2819470.8095297236
15866,458798.74213836476
19995,1198223.5294117648
18653,-852275.7575757576
11568,1490454.5454545454
13791,73311.47540983607
11412,150899.54337899544
14254,29937.5
2026,2267416.6666666665
3627,1008781.25
19449,443114.28571428574
18751,2399111.111111111
10081,22500.0
4266,2151978.723404255
17270,342000.0
9185,1225695.652173913
3405,891126.4367816092
12423,841000.0
18422,110000.0
7308,559555.5555555555
13472,91400.0
16572,-325333.3333333333
11720,234000.0
16550,497436.170212766
17834,807068.9655172414
10972,2819470.8095297236
1878,-2000.0
6602,-771500.0
4994,-92666.66666666667
13953,-852275.7575757576
8374,210071.42857142858
1288,1140363.6363636365
18099,-796400.0
10689,186666.66666666666
9377,-355722.5806451613
9294,2819470.8095297236
18387,1505295.918367347
5911,1818.1818181818182
3910,-852275.7575757576
13950,20208.333333333332
1611,1215222.2222222222
13513,-852275.7575757576
11900,404533.3333333333
3991,-852275.7575757576
4238,-55945.454545454544
13802,426000.0
3138,35000.0
3972,918464.7887323943
8369,1154000.0
5725,-104000.0
13957,2559716.6666666665
3787,718600.0
9878,1749125.0
17729,454846.1538461539
10210,55000.0
5272,583789.7435897436
9111,-124500.0
2225,2819470.8095297236
12732,11000.0
9026,-852275.7575757576
11106,113250.0
1768,792463.6363636364
12196,622428.5714285715
18592,2512479.1666666665
7834,1179000.0
18746,2819470.8095297236
16416,1097875.0
1490,2819470.8095297236
5486,2819470.8095297236
2888,69642.85714285714
19317,314561.797752809
11341,111000.0
13150,591861.5384615385
14888,1187277.7777777778
17491,54833.333333333336
12269,117200.0
9542,2230121.212121212
4390,128256.0
3926,1187888.888888889
7786,143559.52380952382
8669,419888.8888888889
15030,-852275.7575757576
7326,404449.27536231885
7931,1973.6842105263158
12696,2819470.8095297236
11824,-852275.7575757576
18609,770256.4102564103
17091,2819470.8095297236
6771,2819470.8095297236
18999,523666.6666666667
18871,577777.7777777778
4214,2819470.8095297236
19194,152762.71186440677
7052,2819470.8095297236
14831,-360500.0
12023,-343000.0
2097,2787925.0
4096,969150.0
15999,-480614.2433234421
14216,44000.0
11878,2441000.0
7127,761858.5247883918
8502,389142.85714285716
8363,210333.33333333334
1321,7000.0
11522,1963000.0
15388,2819470.8095297236
19018,-52869.565217391304
12835,-96235.29411764706
18127,252000.0
628,1118413.7931034483
4117,-49275.510204081635
8179,198837.2093023256
1447,2819470.8095297236
2312,458000.0
14786,2819470.8095297236
13107,-852275.7575757576
15181,1538000.0
5412,1333.3333333333333
8345,2819470.8095297236
19912,381500.0
1392,439564.10256410256
14124,2011900.0
19257,297787.40157480317
255,105500.0
9067,378750.0
10632,-705714.2857142857
9796,1317750.0
7208,-852275.7575757576
9599,542153.8461538461
17851,76291.66666666667
1761,486062.61859582545
13796,-49000.0
14715,-71016.94915254238
18762,-157583.33333333334
11492,2819470.8095297236
10984,63000.0
4949,1602000.0
12271,2299903.2258064514
1038,160000.0
18353,-548562.5
4243,13100.0
10854,158850.0
19238,563818.1818181818
14398,2000.0
3850,-5113.207547169812
2471,2819470.8095297236
16569,1098703.2258064516
18549,539565.2173913043
14316,703223.2142857143
12088,-852275.7575757576
6813,2819470.8095297236
13938,2599888.888888889
7846,-354500.0
13990,353774.1935483871
13223,1691545.4545454546
10889,-94800.0
12979,37250.0
8018,2087838.7096774194
5368,154500.0
10300,-40000.0
15804,348590.6862745098
6944,-310125.0
6763,178844.3113772455
3191,352928.5714285714
1339,2500.0
16489,340000.0
16727,2819470.8095297236
16712,1994615.3846153845
12597,1182000.0
1661,44139.470013947
5359,864400.0
6676,968875.0
4987,126250.0
10976,52667.68292682927
10337,198500.0
4464,177230.76923076922
19402,-806000.0
17863,170875.0
9635,-244000.0
1641,176697.36842105264
6071,859000.0
6067,2819470.8095297236
6223,2819470.8095297236
1215,-601533.3333333334
6983,2819470.8095297236
11723,-201250.0
17640,421909.0909090909
8875,752111.1111111111
12685,743000.0
7904,471076.55502392346
14566,-852275.7575757576
11714,120714.28571428571
5465,-852275.7575757576
7788,2819470.8095297236
16808,783620.9677419355
12709,-494000.0
8003,500000.0
10115,-527500.0
15568,183500.0
7058,147142.85714285713
19286,151000.0
17047,612250.0
10182,1040666.6666666666
19074,-23857.14285714286
11743,781750.0
10296,2819470.8095297236
13393,2819470.8095297236
17878,1236684.2105263157
18164,-226000.0
11058,397620.6896551724
17518,949636.3636363636
10302,914952.380952381
13243,2819470.8095297236
15550,2819470.8095297236
13384,114000.0
15081,2819470.8095297236
13042,645250.0
302,475312.5
14375,356000.0
14801,259350.0
14600,2819470.8095297236
14365,7302.325581395349
19736,-146000.0
17734,2819470.8095297236
4587,248000.0
4622,644000.0
16497,-852275.7575757576
10491,179891.8918918919
13091,2664285.714285714
2487,90000.0
13442,66279.47598253275
13374,339000.0
19859,630566.265060241
2387,140969.69696969696
19979,2819470.8095297236
1163,2579000.0
19512,-428521.73913043475
17410,684882.3529411765
6969,1071668.9189189188
4261,46655.737704918036
18531,2819470.8095297236
5322,1716588.2352941176
10230,761929.8245614035
7905,-304500.0
10324,-239500.0
8005,200583.33333333334
19268,117600.0
18232,2819470.8095297236
9850,1865500.0
7420,-38500.0
4320,1546666.6666666667
778,2819470.8095297236
5432,1449272.7272727273
15027,1391121.2121212122
17973,-49000.0
14086,51007.8125
6775,1139476.1904761905
6074,-852275.7575757576
1017,961727.2727272727
18025,198463.58653093188
2259,8000.0
19112,173744.68085106384
9660,114692.77108433735
15856,256785.7142857143
662,131398.7341772152
1419,2819470.8095297236
559,226428.57142857142
3320,718321.4285714285
18312,97094.7922761849
17705,1019279.0697674418
19429,1227555.5555555555
17615,94000.0
17212,123000.0
19190,-205142.85714285713
14352,2819470.8095297236
6188,40666.666666666664
13759,106371.42857142857
19031,535800.0
8527,9196.078431372549
3010,381333.3333333333
17821,486000.0
2198,2819470.8095297236
2786,2135333.3333333335
7465,-744900.0
9588,20391.891891891893
640,488783.7837837838
6199,-852275.7575757576
8303,39000.0
3879,-350000.0
16115,479333.3333333333
19505,220219.1780821918
1367,140000.0
13576,318250.0
8724,164416.66666666666
8895,34428.57142857143
8331,-587900.0
8420,-525942.1487603306
9289,75489.36170212766
17256,2081166.6666666667
11874,2819470.8095297236
8405,783596.7741935484
7385,-198000.0
1818,53583.333333333336
17843,40520.95808383234
4971,-255400.0
6764,-42000.0
6712,2819470.8095297236
10033,42590.90909090909
6913,1003000.0
837,2819470.8095297236
13480,1452818.1818181819
12448,1619823.5294117648
8272,428103.4482758621
18152,445500.0
850,-281000.0
6647,64333.333333333336
12968,2819470.8095297236
8993,558000.0
17180,197705.88235294117
34,1015877.5510204082
15968,180000.0
16923,7736.8421052631575
19480,485242.71844660194
6596,107000.0
13749,1214222.2222222222
7202,2819470.8095297236
14253,42865.9793814433
10943,-55344.8275862069
11359,2819470.8095297236
2078,376666.6666666667
18477,17545.454545454544
4740,215250.0
6118,1314571.4285714286
1986,663000.0
5663,3000.0
19477,-20000.0
18496,268772.27722772275
13913,1670015.3846153845
15180,110950.0
16332,83363.63636363637
18459,40600.0
9170,2354200.0
14259,-74500.0
10911,2819470.8095297236
9677,507000.0
17609,233000.0
4507,936089.6226415094
10658,937785.7142857143
17541,2819470.8095297236
3878,119333.33333333333
10416,102333.33333333333
7619,1942000.0
1722,487725.3333333333
13788,269631.5789473684
3589,1838000.0
15437,71000.0
11093,564000.0
19574,359000.0
2303,-43000.0
17372,1163659.3406593406
11619,120142.85714285714
11313,193000.0
8589,-74384.61538461539
7040,2819470.8095297236
14903,44000.0
18896,-140000.0
10307,-852275.7575757576
2960,-852275.7575757576
15874,20750.0
3265,2819470.8095297236
9965,-29000.0
6728,136333.33333333334
11877,43500.0
4868,13733.333333333334
16,807803.3707865168
17548,-139500.0
4231,71000.0
10995,16583.333333333332
5484,-200848.48484848486
2718,2819470.8095297236
11949,711000.0
4177,2775250.0
3085,-166285.7142857143
15187,113467.39130434782
15280,421587.3015873016
15820,1196360.5015673982
9977,453000.0
9571,36125.0
6035,-852275.7575757576
10273,-852275.7575757576
15487,117000.0
19433,377157.8947368421
19217,125750.0
832,418000.0
2136,1501000.0
3476,86320.0
5686,326333.3333333333
12237,63500.0
3451,1093500.0
4182,82000.0
2547,2819470.8095297236
15380,795058.8235294118
8949,970400.0
16077,-852275.7575757576
14569,-170528.57142857142
1178,26232.758620689656
15793,520437.5
16432,2819470.8095297236
5351,2444800.0
5975,279000.0
483,-2000.0
7124,271760.0
4928,635705.8823529412
12185,1612272.7272727273
12380,1822000.0
3024,333000.0
14110,-146189.8734177215
252,1035000.0
14155,87000.0
5230,2684632.1839080458
17332,521333.3333333333
2603,39111.11111111111
16809,2497500.0
11090,-139833.33333333334
12038,117441.17647058824
2417,2156062.5
10764,68421.05263157895
3623,-442333.3333333333
10477,-791000.0
8524,949000.0
4138,-292000.0
19390,2819470.8095297236
11174,2819470.8095297236
6086,146000.0
1394,-649000.0
12394,2819470.8095297236
8426,355263.15789473685
2364,16869.565217391304
10194,274000.0
7734,51000.0
6804,45538.46153846154
11460,-138333.33333333334
6620,948911.1111111111
18606,2819470.8095297236
1001,780000.0
4071,2819470.8095297236
4496,-671000.0
14743,1164400.0
19239,110000.0
4814,378666.6666666667
18184,2819470.8095297236
5905,2112400.0
7215,2500.0
7569,38315.78947368421
6604,-203000.0
8464,-172000.0
2072,218500.0
866,524509.3833780161
8966,401500.0
17014,-31000.0
16482,-755888.8888888889
16871,-179500.0
18963,164111.11111111112
14613,66000.0
199,108000.0
16761,689000.0
5034,2819470.8095297236
7767,822000.0
14630,1336000.0
9050,2819470.8095297236
1203,8250.0
8448,756777.7777777778
3368,286000.0
3959,-852275.7575757576
17306,54170.454545454544
7695,1868000.0
17951,1522700.0
12543,208500.0
5276,338909.0909090909
3746,-341000.0
8683,80692.30769230769
19463,1031750.0
14729,1012891.304347826
13592,80455.55555555556
8822,119357.14285714286
5018,2819470.8095297236
7771,604000.0
3984,30000.0
15162,126017.24137931035
13402,329000.0
2915,-54187.5
11793,2282500.0
5287,-291888.8888888889
18852,-36500.0
14252,1629114.0350877193
1473,922000.0
7182,574181.8181818182
4705,393920.0
8983,1305269.2307692308
14808,1223000.0
17838,267600.0
9721,-201395.3488372093
12209,1025047.619047619
1105,666513.8888888889
18857,-400.0
8458,-30684.21052631579
19189,975169.8113207547
5944,-326000.0
13916,1141270.8333333333
4172,2819470.8095297236
1845,37714.28571428572
13049,804464.2857142857
6428,375000.0
13682,39518.51851851852
5112,1571.4285714285713
4545,1027090.9090909091
11254,225866.66666666666
9901,2819470.8095297236
3951,40000.0
1155,818200.0
8360,340200.0
4869,337928.5714285714
9238,68225.0
14882,893600.0
446,2819470.8095297236
13128,80178.57142857143
11898,67000.0
7873,-799264.7058823529
