,Прибыль в расчете на 1 работника
18337,2819470.8095297236
4047,-852275.7575757576
14076,693184.9710982658
9553,293188.3408071749
17812,260500.0
8847,-53000.0
12609,764000.0
18429,161503.35570469798
14686,-189904.4585987261
4153,2819470.8095297236
7563,596250.0
3716,86727.27272727272
5091,2819470.8095297236
3424,1395637.9310344828
16358,-363750.0
19102,1044166.6666666666
9165,15833.333333333334
4784,-168333.33333333334
13072,691333.3333333334
13100,916000.0
7210,-560000.0
11023,1130166.6666666667
10035,967611.1111111111
13017,2819470.8095297236
8671,473000.0
3243,273000.0
9690,495709.67741935485
8605,135000.0
9756,1471378.1512605043
5333,16000.0
19875,-852275.7575757576
6495,170489.58333333334
1412,2819470.8095297236
18509,950333.3333333334
1403,1933000.0
18696,5000.0
1483,800000.0
16734,285200.0
1310,1225500.0
3560,2819470.8095297236
17525,-852275.7575757576
15186,594685.7142857143
9487,2819470.8095297236
8800,440206.8965517241
19143,566000.0
10873,410666.6666666667
13805,982331.550802139
347,831466.6666666666
5171,1080000.0
14974,233577.23577235773
4341,78000.0
18750,-115826.08695652174
8766,21200.0
14144,69000.0
15595,538000.0
15752,2819470.8095297236
2157,1475066.6666666667
10850,14000.0
12284,957428.5714285715
13451,500.0
8573,462885.71428571426
2182,634000.0
4036,2819470.8095297236
535,565292.576419214
11638,2819470.8095297236
4286,112333.33333333333
13569,-701834.9514563107
12952,116142.85714285714
15333,2819470.8095297236
6996,26778.409090909092
7450,38000.0
5453,628963.6363636364
8424,2819470.8095297236
1134,962153.8461538461
2354,1215913.043478261
8554,-852275.7575757576
17570,15235.29411764706
7317,2819470.8095297236
3159,57222.22222222222
10829,-93750.0
18699,795914.0271493213
5661,2819470.8095297236
4384,12500.0
15049,-492673.07692307694
4426,9000.0
14350,857056.8181818182
6849,71250.0
18083,471701.49253731343
1168,2430500.0
14690,520454.54545454547
7606,86850.0
11775,2819470.8095297236
16480,2294193.5483870967
9966,2819470.8095297236
11227,2819470.8095297236
16993,-312500.0
5356,2819470.8095297236
6608,2819470.8095297236
14563,2819470.8095297236
2984,2819470.8095297236
6739,848666.6666666666
15996,-447824.1379310345
5339,258333.33333333334
1454,538833.3333333334
843,585066.6666666666
9227,295336.7346938776
11114,388000.0
5355,702000.0
2372,94000.0
13045,2819470.8095297236
7869,-16440.0
9359,834666.6666666666
7117,765264.3051771118
15482,1069250.0
9337,-109666.66666666667
17140,88000.0
14085,1259500.0
11098,91638.55421686747
19013,2308500.0
8377,2540000.0
7100,77000.0
5004,2819470.8095297236
8899,-755666.6666666666
19840,2819470.8095297236
7327,-436000.0
10102,51666.666666666664
4197,1000.0
6077,147000.0
8404,-345333.3333333333
19997,2819470.8095297236
18546,1407028.0373831776
16216,478500.0
2498,2819470.8095297236
4655,1593000.0
10282,871384.6153846154
11580,565200.0
10800,1731500.0
4142,-852275.7575757576
15912,67000.0
7780,2819470.8095297236
3444,2079827.5862068965
400,2819470.8095297236
19400,-97336.95652173914
15145,9733.333333333334
3778,453090.9090909091
15366,-126240.0
17879,2309571.4285714286
17534,95000.0
5714,-852275.7575757576
8023,253900.0
15346,546794.8717948718
9779,1387363.6363636365
12472,1016666.6666666666
17890,80250.0
11577,2154000.0
3176,-255333.33333333334
14921,198785.7142857143
10019,-602000.0
3168,-109500.0
10534,1573828.5714285714
9261,951903.2258064516
17485,2284375.0
870,204000.0
2719,797545.4545454546
3260,179000.0
15769,739250.0
8444,-852275.7575757576
10458,92000.0
17650,-605166.6666666666
18311,185502.3734177215
13088,-852275.7575757576
17079,2819470.8095297236
8174,2449717.9487179485
16032,1533600.0
18825,990000.0
11842,-26133.333333333332
12416,997000.0
5290,32806.45161290323
7886,11500.0
2705,379857.14285714284
369,394555.55555555556
5606,2819470.8095297236
19278,578333.3333333334
9550,111333.33333333333
12397,221750.0
398,1575000.0
9007,170590.9090909091
12155,-852275.7575757576
16769,693461.5384615385
8304,259703.7037037037
13246,-78000.0
17833,1977285.7142857143
14944,235527.77777777778
8868,2343447.3684210526
12425,-111800.0
4633,217000.0
14008,70269.84126984127
9198,-446223.8805970149
4379,1000.0
4669,-852275.7575757576
16981,-852275.7575757576
14506,1379000.0
9131,-34250.0
1760,739702.8301886793
17920,665500.0
12052,93000.0
6064,-852275.7575757576
5490,254000.0
14376,517888.8888888889
18829,913222.2222222222
18050,-83354.60992907801
18814,39555.555555555555
1698,1759545.4545454546
5395,562833.3333333334
16180,1083769.2307692308
2200,1734140.350877193
3055,1168479.5918367347
4468,-391583.3333333333
14725,2819470.8095297236
10206,1243666.6666666667
9794,2819470.8095297236
7768,1059073.1707317072
12652,493268.2926829268
7988,348000.0
17918,197000.0
18309,-852275.7575757576
16865,-203246.41148325359
8256,2819470.8095297236
18890,1265320.7547169812
17588,178200.0
1795,540333.3333333334
1616,498666.6666666667
10052,1587125.0
1094,799714.2857142857
197,-852275.7575757576
4825,-578833.3333333334
6984,-852275.7575757576
14050,2271000.0
18648,-852275.7575757576
248,21333.333333333332
12027,61000.0
1207,421200.0
1898,2819470.8095297236
3847,2723000.0
7425,123333.33333333333
7867,2461000.0
4806,2000.0
14248,-271367.3469387755
18573,1969000.0
11737,485000.0
13457,913643.5124508518
13741,1141200.0
7596,421982.60869565216
2645,2819470.8095297236
7635,1110272.7272727273
13910,719812.1546961326
351,203500.0
4344,662000.0
7161,109000.0
3253,1798000.0
6182,-852275.7575757576
18947,31000.0
12782,2387416.6666666665
9975,-370000.0
19297,48594.48818897638
3996,2819470.8095297236
5931,638000.0
11110,577769.2307692308
19337,70337.5
8938,1630000.0
2931,-84066.66666666667
3103,-95230.15873015873
1771,-314718.75
1912,-54400.0
2978,2819470.8095297236
17896,33571.42857142857
12313,379945.45454545453
12571,1469833.3333333333
12347,2083827.5862068965
15671,59000.0
14593,14000.0
9313,-852275.7575757576
4549,1424636.3636363635
17267,374333.3333333333
10234,1232666.6666666667
17464,-689333.3333333334
14766,2784941.1764705884
4526,114800.0
15361,1063500.0
5247,598560.0
9504,408250.0
11926,870000.0
15144,252000.0
14957,-225000.0
14758,254000.0
4291,741333.3333333334
16259,2819470.8095297236
9820,2819470.8095297236
14958,-27179.48717948718
19727,-852275.7575757576
19205,149800.0
68,423877.6595744681
8505,1134295.0819672132
10276,99350.0
19441,277125.0
10066,305933.3333333333
10460,523517.2413793103
18087,-852275.7575757576
9038,282333.3333333333
16912,37750.0
15122,116500.0
2546,-852275.7575757576
3557,765333.3333333334
10352,4133.333333333333
7379,2819470.8095297236
12710,50333.333333333336
1927,1407636.3636363635
13810,1283066.6666666667
10064,806400.0
18724,1242000.0
10986,783633.4841628959
4389,2819470.8095297236
224,1222000.0
3014,231941.17647058822
16630,-852275.7575757576
6154,-74000.0
567,699216.6666666666
18687,60000.0
3406,57308.82352941176
4603,-852275.7575757576
5608,972250.0
12538,252021.73913043478
1743,-349333.3333333333
4976,66333.33333333333
9552,321818.1818181818
16606,-148500.0
12411,849857.1428571428
4658,-249500.0
10434,2033000.0
4162,-144000.0
4382,2819470.8095297236
5289,2819470.8095297236
19916,60187.5
12353,2819470.8095297236
14246,2352761.3636363638
1121,157090.9090909091
10841,48666.666666666664
16873,-114578.94736842105
19091,92191.48936170213
9472,13000.0
2939,-243194.8051948052
16156,20225.0
70,73000.0
16372,480000.0
9109,-67052.63157894737
18959,91056.81818181818
2838,1826000.0
8285,-73000.0
8757,-134600.0
19020,-29516.129032258064
5282,19000.0
6212,74368.90243902439
4900,805166.6666666666
6754,2819470.8095297236
14333,316256.41025641025
18242,193000.0
7543,160000.0
3735,1738000.0
10285,-718930.2325581395
1580,1175454.5454545454
16644,-852275.7575757576
15109,1716357.142857143
10239,526000.0
16890,-852275.7575757576
17810,20700.0
18811,2353833.3333333335
5086,1601461.5384615385
5281,818500.0
19435,31000.0
18019,1667152.9411764706
17077,349692.3076923077
4744,1295000.0
14676,-547500.0
14615,270578.94736842107
10623,-852275.7575757576
9110,624888.8888888889
18207,32461.53846153846
690,262000.0
10936,107698.11320754717
3551,2819470.8095297236
480,552000.0
9163,2819470.8095297236
19081,292911.50442477874
10729,114600.0
14542,137907.8947368421
7274,2819470.8095297236
11535,1066098.3606557378
4374,487000.0
77,19500.0
12110,-852275.7575757576
7191,1333555.5555555555
17639,29000.0
375,628000.0
19249,430777.77777777775
4411,295500.0
2070,301000.0
3651,986000.0
16534,2819470.8095297236
17589,288000.0
6822,-432000.0
18491,1265222.2222222222
11433,48222.22222222222
4719,822755.3191489362
9682,10454.545454545454
14573,40166.666666666664
18753,1826000.0
15413,2819470.8095297236
1649,1089199.8041136141
12588,93500.0
5347,91300.0
14348,227938.98305084746
1946,171000.0
16336,340500.0
9201,695000.0
1060,2819470.8095297236
19426,822142.8571428572
1945,451385.9649122807
14335,1017604.6511627907
15942,498000.0
9017,1685000.0
17826,1780000.0
10906,86880.0
7507,1005000.0
3522,1659500.0
7493,-354200.0
4028,181414.63414634147
11916,500.0
14249,-16739.130434782608
1757,110645.16129032258
7144,6000.0
11401,31250.0
3199,1599577.030812325
0,77000.0
18733,2819470.8095297236
6010,46916.666666666664
7979,372000.0
6731,25285.714285714286
13628,2819470.8095297236
12573,46700.0
234,-435000.0
1341,2406890.4109589043
17624,389750.0
11514,-134205.12820512822
1663,-789833.3333333334
9299,338750.0
12853,523926.1744966443
3126,-3000.0
7795,2819470.8095297236
3968,293375.0
7843,2819470.8095297236
8620,815500.0
3087,24500.0
11870,2819470.8095297236
1737,202234.17721518988
15988,224857.14285714287
14245,-852275.7575757576
7156,266666.6666666667
12270,362000.0
19114,-642971.4285714285
5630,369000.0
8798,1190333.3333333333
14192,114000.0
8494,2819470.8095297236
716,2676447.3684210526
18799,171272.72727272726
18876,22500.0
18981,-852275.7575757576
513,2693888.888888889
13401,-852275.7575757576
19010,41000.0
4407,-370650.0
9399,-6000.0
3510,2819470.8095297236
13580,2819470.8095297236
1219,764666.6666666666
3438,1751661.971830986
3283,138428.57142857142
19904,-10633.802816901409
19991,-57000.0
11395,2026500.0
17257,2622018.691588785
15893,248142.85714285713
12876,-152250.0
1388,2819470.8095297236
13536,-852275.7575757576
5504,49000.0
9344,-38500.0
95,-225000.0
7871,3960.0
4183,2819470.8095297236
3411,80000.0
9551,1158809.5238095238
14764,23500.0
1624,1550555.5555555555
5777,1122333.3333333333
17656,1407500.0
13441,199900.0
14396,-411857.14285714284
2404,124000.0
12852,43222.22222222222
6057,309043.95604395604
12439,2819470.8095297236
16713,-852275.7575757576
11484,-852275.7575757576
12365,2783400.4914004914
12559,574210.5263157894
12955,-89250.0
11350,52000.0
18593,40149.606299212595
15007,-57000.0
16186,559888.8888888889
18805,236000.0
13884,363222.22222222225
1668,30268.65671641791
14281,-233000.0
3949,233000.0
6563,341098.03921568627
19503,379500.0
8765,95000.0
608,114826.92307692308
8478,-151060.60606060605
1072,374333.3333333333
10045,-354333.3333333333
12315,33000.0
3839,1037700.0
3455,1045333.3333333334
18285,2345600.0
7514,-852275.7575757576
4127,647000.0
19728,15818.181818181818
10607,14000.0
19191,-376125.0
12584,333333.3333333333
6193,-45415.841584158414
12806,-852275.7575757576
3643,-8411.764705882353
2898,148018.5185185185
11301,-852275.7575757576
9355,163285.7142857143
9948,64750.0
10790,-50000.0
16847,49230.769230769234
6999,239000.0
4924,1216974.358974359
18619,1191833.3333333333
15452,-852275.7575757576
9926,399563.2911392405
7607,2819470.8095297236
5119,-44500.0
13701,574083.3333333334
1569,54190.95477386934
1803,398390.243902439
19361,9500.0
2161,-2500.0
13169,43000.0
14807,115000.0
10323,2662133.3333333335
8125,23333.333333333332
6215,158500.0
19125,-303680.67226890754
6441,134000.0
7814,1025185.1851851852
12578,106000.0
13879,2289000.0
215,42500.0
2662,2819470.8095297236
12881,-51425.53191489362
9169,2819470.8095297236
8356,1573600.0
15307,1285918.3673469387
4424,-178111.11111111112
15854,27779.41176470588
16040,-852275.7575757576
7014,737285.7142857143
11378,216285.7142857143
16610,321222.22222222225
5435,2819470.8095297236
7743,2819470.8095297236
4492,2746793.388429752
6765,559000.0
853,2819470.8095297236
17799,1335500.0
8885,2642473.6842105263
1731,2374000.0
5898,2189093.023255814
1166,997500.0
12976,6000.0
12314,-197357.14285714287
5192,-852275.7575757576
715,2488001.7182130585
14932,2463214.285714286
7960,-306692.3076923077
10558,33772.72727272727
9883,-91200.0
9568,2396862.0689655175
10391,201000.0
14182,12000.0
2311,310000.0
8929,2819470.8095297236
18413,731400.0
7956,-84000.0
14617,968500.0
13126,2819470.8095297236
2747,6000.0
12399,313000.0
17455,2819470.8095297236
7523,1938371.4285714286
4175,-76379.03225806452
353,25000.0
4983,85000.0
1068,-377000.0
15921,1568000.0
487,2819470.8095297236
1869,55000.0
15496,1980000.0
1252,1323166.6666666667
2813,702062.5
2315,1598062.608695652
9865,609916.6666666666
13001,541500.0
10739,66800.0
9215,69000.0
12992,256500.0
4393,-64230.769230769234
19301,11637.614678899083
17768,2177091.9540229887
7172,2317615.3846153845
13370,37384.61538461538
13880,169878.78787878787
14894,1186000.0
15518,2819470.8095297236
10164,1100.0
11831,322800.0
11848,118500.0
12738,314833.3333333333
8649,-331000.0
12158,117000.0
2738,390833.3333333333
11219,532100.0
8854,216263.15789473685
15655,171692.3076923077
15034,2819470.8095297236
12408,533879.3969849247
6868,790666.6666666666
12917,81000.0
18513,127781.25
5577,827375.0
15276,2819470.8095297236
17919,45333.333333333336
2857,2819470.8095297236
11113,2819470.8095297236
17005,2590000.0
4173,1098000.0
11204,-402000.0
18315,127178.45117845119
112,1832666.6666666667
14666,57523.80952380953
3016,2819470.8095297236
11232,603666.6666666666
17175,149750.0
10572,72333.33333333333
15834,2614731.343283582
19078,477475.3086419753
4999,629222.2222222222
18297,-275500.0
427,54909.09090909091
18919,1541800.0
13809,-852275.7575757576
10231,771600.0
15316,-129900.0
4107,625500.0
6075,1025000.0
2623,62000.0
2599,2819470.8095297236
3917,329500.0
1648,6000.0
9609,1223000.0
14131,-86800.0
712,679172.4137931034
8162,-12000.0
5794,30602.04081632653
12909,246750.0
4757,-235522.38805970148
6939,469071.4285714286
4875,296860.4651162791
1703,51152.17391304348
8876,-46125.0
15439,38000.0
17520,223000.0
9335,-852275.7575757576
7637,-345333.3333333333
4001,1581500.0
8418,-838333.3333333334
14090,102665.45454545454
6350,-193000.0
18654,505333.3333333333
16715,2819470.8095297236
14419,-586500.0
1523,520571.4285714286
6224,2819470.8095297236
15564,517000.0
19284,105000.0
18935,2445013.3333333335
19474,743796.0199004975
18669,-126166.66666666667
8217,-220000.0
14751,129500.0
1590,1745000.0
18488,2135000.0
8699,-369000.0
6540,249000.0
5607,1412213.1147540985
9053,257500.0
2567,-852275.7575757576
18663,-49393.44262295082
5315,540500.0
11328,307555.55555555556
4586,2076222.2222222222
9303,55205.1282051282
13778,243800.0
15493,500000.0
15500,647107.1428571428
1956,220074.07407407407
19654,-852275.7575757576
3599,353000.0
1973,1985544.5544554456
16746,102000.0
9707,-139000.0
3705,176000.0
18390,-63000.0
10508,1207000.0
11659,881555.5555555555
3084,26600.0
6879,199500.0
16810,-78333.33333333333
5959,2587750.0
16791,588860.0
4644,663169.2307692308
3441,624588.2352941176
19652,779000.0
9841,-852275.7575757576
5441,101666.66666666667
18937,2819470.8095297236
3628,1235000.0
16152,355000.0
2104,-617461.5384615385
6361,107000.0
10418,-27000.0
12144,347000.0
10208,-852275.7575757576
2378,1201000.0
8998,864966.6666666666
14953,2819470.8095297236
4154,2819470.8095297236
19490,146000.0
4458,2771875.0
18907,1142166.6666666667
6694,124615.38461538461
12485,1009473.6842105263
5321,1582460.0
12805,1513050.6329113925
19203,2605666.6666666665
569,472000.0
5405,270000.0
7375,731757.5757575758
16658,-316555.55555555556
2482,1669000.0
8204,408000.0
17221,460571.4285714286
15458,-684500.0
19972,2819470.8095297236
9286,55000.0
11372,2173200.0
11487,-153444.44444444444
14969,-597200.0
15601,-315795.9183673469
8149,656500.0
9074,-119000.0
11946,-703000.0
3310,149500.0
15833,2819470.8095297236
17535,530235.2941176471
10833,210202.89855072464
14652,326000.0
12171,-24692.30769230769
4631,-223000.0
18723,2790166.6666666665
9256,422000.0
19675,-222000.0
7670,1713714.2857142857
6579,1498837.8378378379
13288,-617909.0909090909
9241,316395.3488372093
8423,1656066.6666666667
13855,2273166.6666666665
13800,1250000.0
16977,-852275.7575757576
8114,-11585.714285714286
18697,86250.0
8625,2819470.8095297236
15256,536000.0
9556,352000.0
9741,-792500.0
9876,616000.0
2376,221631.57894736843
17678,-457000.0
7137,31370.37037037037
1577,-132089.10891089108
12151,408000.0
634,2819470.8095297236
4361,162000.0
11120,110333.33333333333
11712,70000.0
6047,2819470.8095297236
4263,2819470.8095297236
10091,722500.0
14295,497400.0
13010,19000.0
17145,775857.1428571428
18780,1266090.9090909092
12375,257000.0
14972,1064181.8181818181
9844,2816000.0
13671,390000.0
6711,667000.0
17086,-329000.0
5797,1806000.0
171,1597460.5263157894
16760,960800.0
7150,4000.0
15698,-170666.66666666666
1729,-10500.0
2848,38151.832460732985
19648,6375.0
17285,1687625.0
11621,520000.0
17623,311500.0
15759,103333.33333333333
8858,-96870.96774193548
11927,-89428.57142857143
10489,1999062.5
326,-158000.0
18272,-852275.7575757576
16790,2819470.8095297236
38,172923.07692307694
1463,-197100.0
15416,-39500.0
7698,110833.33333333333
9982,-852275.7575757576
9795,235051.94805194804
9989,429500.0
6394,2819470.8095297236
14654,-852275.7575757576
8138,1480000.0
7872,-39043.01075268817
16615,216888.88888888888
17299,-86808.21917808219
18543,1266000.0
13541,-852275.7575757576
19685,859476.1904761905
6144,-145922.48062015505
845,927773.8619676946
10900,9000.0
10780,264000.0
18945,151000.0
6249,2819470.8095297236
18574,349866.4259927798
1139,2819470.8095297236
17603,-30666.666666666668
12654,96000.0
12836,1500.0
6502,-357250.0
9451,161750.0
12958,2000.0
10043,-27200.0
18738,417200.0
8068,1012541.6666666666
5447,176769.23076923078
4696,701625.0
16581,-50000.0
3252,159000.0
17808,427483.87096774194
4706,2819470.8095297236
6183,2819470.8095297236
15000,2335307.6923076925
1129,-288476.1904761905
10267,-27125.0
5420,69666.66666666667
13789,1721070.1754385964
9528,-90615.38461538461
13555,40500.0
6451,1238378.8546255506
3001,-409463.91752577317
3618,1049333.3333333333
14308,2400.0
9183,37000.0
1114,10000.0
1615,1287577.7777777778
6210,-167600.0
16527,-507333.3333333333
16656,1570901.9607843137
7050,1113388.888888889
8568,236000.0
14981,1365000.0
8151,126000.0
1540,1429461.5384615385
4558,-114323.5294117647
16740,643500.0
8558,-302500.0
3071,74666.66666666667
2,55500.0
9466,-74500.0
13857,-382000.0
19931,313373.1343283582
13236,-329297.2972972973
5305,1147600.0
7373,1826875.0
9159,2530000.0
1373,625000.0
18044,-852275.7575757576
12791,299000.0
6674,2235939.6551724137
5913,273307.6923076923
19410,-305680.0
11995,238000.0
5107,2819470.8095297236
15133,16200.0
6349,1135000.0
3323,815500.0
19890,-852275.7575757576
3155,559666.6666666666
5021,1684200.0
10832,153000.0
418,-115285.71428571429
2055,921609.375
1431,64000.0
2506,637800.0
8785,2276000.0
5058,115341.04046242774
7755,335500.0
1599,2019071.4285714286
8970,1636571.4285714286
6409,239000.0
1885,2521000.0
2212,287091.19496855343
3440,1956189.8734177216
17303,43049.45054945055
15943,-852275.7575757576
15005,20428.571428571428
3434,275750.0
12759,295910.25641025644
10284,2819470.8095297236
8516,1178395.0
17399,327048.7804878049
6003,934000.0
5715,42333.333333333336
19099,-26989.36170212766
3727,2660000.0
14122,6297.029702970297
3969,672000.0
16458,-203000.0
1005,217500.0
9837,460500.0
6777,196600.0
5146,432655.1724137931
8958,1886500.0
18769,2819470.8095297236
18854,690530.1204819278
12140,-852275.7575757576
4365,-210000.0
4532,-172789.47368421053
11748,-71200.0
8987,-852275.7575757576
6565,1557333.3333333333
14326,1796918.9189189188
1300,450645.8333333333
1196,2000.0
18258,644318.1818181818
18330,2819470.8095297236
11082,810929.4117647059
12074,9545.454545454546
4833,1458000.0
16521,29333.333333333332
15682,95000.0
19519,2819470.8095297236
9031,729000.0
13056,667625.0
13352,523333.3333333333
9809,82800.0
3224,34200.0
4151,1626153.8461538462
978,1835300.0
40,-465203.61247947457
1275,90333.33333333333
7710,1679500.0
14346,248547.94520547945
17498,11000.0
5243,-223000.0
7354,98666.66666666667
1460,225500.0
7668,99705.88235294117
205,2563600.0
10037,6500.0
3202,1161833.3333333333
16106,657555.5555555555
1092,-233750.0
7207,2819470.8095297236
11959,53500.0
3714,-596555.5555555555
11502,121181.81818181818
19299,101230.76923076923
8517,-219000.0
8819,366200.0
12168,145727.27272727274
16205,74000.0
12076,53500.0
9746,58000.0
2659,-439153.8461538461
2563,12000.0
11164,1372750.0
16173,-404125.0
17807,351240.17467248905
3512,410000.0
1735,-276532.7868852459
2708,678000.0
18961,562170.731707317
8812,173400.0
4831,270900.0
478,-24000.0
983,1414000.0
9491,-39000.0
19921,121000.0
11969,470000.0
956,439500.0
2558,2819470.8095297236
3887,2612000.0
5704,54333.333333333336
2886,1532000.0
7130,-205085.10638297873
19502,2221333.3333333335
15801,1018000.0
5116,119000.0
16948,-119000.0
7714,77529.68036529681
15322,1073301.4184397163
15004,-852275.7575757576
1630,160000.0
14905,2310642.8571428573
10951,965933.3333333334
986,-11921.787709497206
6995,122000.0
2408,108750.0
12647,2163000.0
8160,1499333.3333333333
17868,418600.0
16155,-283087.0967741936
17630,1420913.043478261
12136,9000.0
17162,573000.0
352,354333.3333333333
19492,599000.0
3148,219173.33333333334
16450,453944.44444444444
15032,-852275.7575757576
4140,-415250.0
13678,62681.818181818184
16563,190500.0
10147,743500.0
5968,1710886.7924528301
13307,-56770.49180327869
13914,1105638.888888889
15667,10000.0
4037,603333.3333333334
13885,375140.0
19702,147888.88888888888
16650,1539666.6666666667
282,1372272.7272727273
13556,233000.0
12727,3000.0
13768,1402000.0
10326,-852275.7575757576
16167,2819470.8095297236
19558,583056.4516129033
17945,108500.0
6929,249225.8064516129
13663,-444000.0
15704,-47000.0
5221,2084888.888888889
2678,-852275.7575757576
10680,1628000.0
8507,61276.83615819209
4912,155400.0
3819,2819470.8095297236
6501,2819470.8095297236
5074,-271363.63636363635
9765,327233.3333333333
10988,33000.0
4137,-6500.0
380,1775825.5813953488
119,927000.0
2424,-110160.0
14481,-50166.666666666664
16231,-463250.0
15526,2819470.8095297236
18464,208958.33333333334
12285,388714.28571428574
14462,2819470.8095297236
9251,2819470.8095297236
19269,107000.0
10354,1495500.0
10368,2819470.8095297236
2966,614358.2295988936
7325,41000.0
3277,962687.5
4779,1000.0
12589,423800.0
16319,103083.33333333333
9696,-852275.7575757576
19184,-29000.0
2600,2371000.0
7071,14800.0
13811,1005666.6666666666
15961,22927.272727272728
13918,2598750.0
5198,-139000.0
18528,-422407.1146245059
18065,594446.1538461539
16496,534250.0
6021,-4000.0
10897,45666.666666666664
16232,-852275.7575757576
7804,120929.50391644909
18446,380714.28571428574
5807,-2750.0
18182,-168000.0
14670,860743.2432432432
15035,-852275.7575757576
17770,133666.66666666666
8370,476769.23076923075
4240,2402000.0
18306,385714.28571428574
13994,1818714.2857142857
19115,8333.333333333334
5696,668972.972972973
13319,971275.8620689656
1314,15500.0
16105,380000.0
17802,2690750.0
14105,-852275.7575757576
9015,24000.0
12300,2819470.8095297236
18708,24000.0
16100,2819470.8095297236
15485,-852275.7575757576
14298,1654444.4444444445
8696,8000.0
7016,1150393.75
11234,72250.0
14787,2819470.8095297236
3256,289500.0
12103,-852275.7575757576
1545,179500.0
14079,-496000.0
1631,298120.0
13659,215571.42857142858
3278,934828.947368421
9499,729600.0
18626,-20000.0
15127,540500.0
6000,1054000.0
5416,2819470.8095297236
11966,2819470.8095297236
13403,2819470.8095297236
11264,353303.0303030303
3163,294500.0
18688,752142.8571428572
15203,412166.6666666667
19240,2819470.8095297236
12855,1543000.0
6605,75000.0
15090,-706000.0
13669,1738782.608695652
9640,2036250.0
6322,17000.0
5901,912000.0
14353,212769.23076923078
4088,-289400.0
9492,599000.0
15374,733555.5555555555
811,1282210.5263157894
17529,193558.82352941178
5811,581666.6666666666
7862,101000.0
12000,11000.0
13437,346000.0
5340,-410000.0
19144,90333.33333333333
19044,611441.2878787878
7355,1442833.3333333333
8779,305000.0
4433,2819470.8095297236
1656,3372.8813559322034
10186,16666.666666666668
11952,492897.9591836735
4152,1609368.4210526317
5023,1847142.857142857
13453,766374.1496598639
17033,-3426.6666666666665
16827,-852275.7575757576
8194,16500.0
8441,2819470.8095297236
8379,98000.0
13652,-852275.7575757576
12622,-111339.62264150943
444,117000.0
17413,8000.0
2170,1814830.7692307692
3239,2819470.8095297236
19900,2819470.8095297236
16324,1928500.0
9312,118000.0
11470,2819470.8095297236
4801,-343750.0
12433,-4468.354430379747
19110,497267.1755725191
14864,728263.1578947369
5304,152571.42857142858
19451,475694.44444444444
10991,1026090.9090909091
8009,-66500.0
18466,1559326.0869565217
14741,1842555.5555555555
12016,67888.88888888889
12236,50000.0
11454,2819470.8095297236
8382,88780.21978021978
18215,17000.0
2866,1906000.0
10567,360000.0
8680,-90400.0
19634,27000.0
4064,604000.0
8006,137833.33333333334
17994,1168733.8709677418
7205,1820538.4615384615
2455,55081.63265306123
13542,-2000.0
11884,-852275.7575757576
6142,50736.11111111111
2298,1378500.0
18934,951484.2105263158
18679,519571.4285714286
19901,939000.0
6881,1200000.0
7081,79500.0
8042,2507238.805970149
107,211500.0
13119,-852275.7575757576
4593,-60200.0
17852,414018.51851851854
3663,-217395.50561797753
9727,1159500.0
17416,269113.63636363635
13797,186616.66666666666
13867,36837.5
684,-375538.46153846156
19828,2819470.8095297236
8604,968000.0
15204,253200.0
967,295000.0
13895,-46800.0
6309,1195473.6842105263
17135,1125800.0
16973,-852275.7575757576
6419,-852275.7575757576
18358,-8215.51724137931
14642,-244375.0
13579,2819470.8095297236
18208,195800.0
14578,129200.0
15825,61000.0
19084,1176061.06870229
5885,62363.63636363636
13073,481000.0
18939,10058.11138014528
3614,199695.65217391305
3757,2819470.8095297236
12443,231906.97674418605
19243,95642.85714285714
4112,-177000.0
4199,85000.0
2673,240500.0
8964,-195046.15384615384
5697,999709.6774193548
16405,10500.0
165,2819470.8095297236
5852,437625.0
216,17000.0
19439,782122.2222222222
12916,174692.3076923077
9858,1248500.0
8460,1037500.0
4219,2819470.8095297236
7889,164641.50943396226
1704,346935.48387096776
7391,74000.0
10077,1485000.0
14318,2819470.8095297236
631,2819470.8095297236
2590,1880368.4210526317
23,12166.666666666666
16227,318500.0
14863,373000.0
13643,58333.333333333336
6839,498000.0
2785,3000.0
1344,2819470.8095297236
10966,1628808.5106382978
18950,69941.17647058824
7824,-510000.0
4104,316666.6666666667
17761,1152934.065934066
10209,1187687.5
8059,551692.3076923077
14711,2819470.8095297236
4167,444000.0
7831,40666.666666666664
19379,695176.4705882353
10408,-693925.925925926
601,2819470.8095297236
11558,1241193.5483870967
19450,229000.0
5747,1619500.0
8383,139500.0
4959,-852275.7575757576
239,18000.0
5964,-68000.0
15809,44000.0
1728,2819470.8095297236
19684,2412250.0
4677,373500.0
18634,67000.0
15636,-852275.7575757576
2021,1694613.8828633407
18585,1899750.0
19396,1606000.0
12924,-116600.0
9958,75933.33333333333
11833,1753100.0
17565,2450.0
2268,24000.0
4755,1332923.076923077
645,1229500.0
5248,-852275.7575757576
14682,-15500.0
13610,2819470.8095297236
9208,399000.0
19895,904583.3333333334
13459,-774600.0
3227,1640833.3333333333
18850,206413.7931034483
1027,690758.6206896552
6112,-852275.7575757576
9212,1970000.0
9543,1061285.7142857143
7999,929500.0
100,1117482.3529411764
17449,20000.0
8814,86333.33333333333
9278,23500.0
13435,30000.0
17742,1128934.065934066
17652,732500.0
19181,469625.0
10217,2400500.0
